기준년월,기초지자체,방문자 구분,방문자 수
202406,중구,외지인방문자(b),3227480.0
202406,중구,전체방문자(a+b),4398202.0
202406,중구,현지인방문자(a),1170722.0
202407,중구,외지인방문자(b),3238924.0
202407,중구,전체방문자(a+b),4463452.0
202407,중구,현지인방문자(a),1224528.0
202408,중구,외지인방문자(b),3336588.0
202408,중구,전체방문자(a+b),4505606.0
202408,중구,현지인방문자(a),1169018.0
202409,중구,외지인방문자(b),3270026.0
202409,중구,전체방문자(a+b),4403826.0
202409,중구,현지인방문자(a),1133800.0
202410,중구,외지인방문자(b),3381696.0
202410,중구,전체방문자(a+b),4598930.0
202410,중구,현지인방문자(a),1217234.0
202411,중구,외지인방문자(b),3240800.0
202411,중구,전체방문자(a+b),4399535.0
202411,중구,현지인방문자(a),1158734.0
202412,중구,외지인방문자(b),3532680.0
202412,중구,전체방문자(a+b),4735308.0
202412,중구,현지인방문자(a),1202628.0
202501,중구,외지인방문자(b),3351257.0
202501,중구,전체방문자(a+b),4510922.0
202501,중구,현지인방문자(a),1159666.0
202502,중구,외지인방문자(b),2985311.0
202502,중구,전체방문자(a+b),4104625.0
202502,중구,현지인방문자(a),1119314.0
202503,중구,외지인방문자(b),3258675.0
202503,중구,전체방문자(a+b),4402178.0
202503,중구,현지인방문자(a),1143502.0
202504,중구,외지인방문자(b),3064705.0
202504,중구,전체방문자(a+b),4214854.0
202504,중구,현지인방문자(a),1150149.0
202505,중구,외지인방문자(b),3629028.0
202505,중구,전체방문자(a+b),4825902.0
202505,중구,현지인방문자(a),1196874.0
