순위,관광지명,광역시/도,시/군/구,중분류 카테고리,소분류 카테고리,검색건수,trip_no
2,경포해변,강원특별자치도,강릉시,자연관광,자연경관(하천/해양),"201,655",52
3,주문진항,강원특별자치도,강릉시,자연관광,자연경관(하천/해양),"145,149",52
4,안목해변,강원특별자치도,강릉시,자연관광,자연경관(하천/해양),"144,998",52
5,주문진수산시장,강원특별자치도,강릉시,쇼핑,시장,"132,939",52
6,강릉역,강원특별자치도,강릉시,기타관광,교통시설,"116,763",52
7,경포대,강원특별자치도,강릉시,역사관광,역사유적지,"85,585",52
8,강문해변,강원특별자치도,강릉시,자연관광,자연경관(하천/해양),"64,377",52
9,강릉시외버스터미널,강원특별자치도,강릉시,기타관광,교통시설,"63,654",52
10,아르떼뮤지엄강릉,강원특별자치도,강릉시,문화관광,전시시설,"59,150",52
1,원주종합버스터미널,강원특별자치도,원주시,기타관광,교통시설,"185,655",53
2,원주소금산출렁다리,강원특별자치도,원주시,기타관광,기타관광,"79,276",53
3,오크밸리CC,강원특별자치도,원주시,레저스포츠,육상레저스포츠,"76,538",53
4,원주역,강원특별자치도,원주시,기타관광,교통시설,"62,523",53
5,센추리21CC,강원특별자치도,원주시,레저스포츠,육상레저스포츠,"61,134",53
6,뮤지엄산,강원특별자치도,원주시,문화관광,전시시설,"54,415",53
7,만종역,강원특별자치도,원주시,기타관광,교통시설,"53,210",53
8,AK플라자원주,강원특별자치도,원주시,쇼핑,백화점,"50,059",53
9,원주반계리은행나무,강원특별자치도,원주시,역사관광,역사유적지,"45,825",53
10,미로예술원주중앙시장,강원특별자치도,원주시,쇼핑,시장,"42,287",53
1,낙산사,강원특별자치도,양양군,역사관광,종교성지,"185,938",54
2,낙산해수욕장,강원특별자치도,양양군,자연관광,자연경관(하천/해양),"106,987",54
3,휴휴암,강원특별자치도,양양군,역사관광,종교성지,"89,252",54
4,양양전통시장,강원특별자치도,양양군,쇼핑,시장,"81,650",54
5,서피비치,강원특별자치도,양양군,레저스포츠,수상레저스포츠,"61,133",54
6,설해원CC,강원특별자치도,양양군,레저스포츠,육상레저스포츠,"56,150",54
7,하조대해변,강원특별자치도,양양군,자연관광,자연경관(하천/해양),"54,972",54
8,하조대전망대,강원특별자치도,양양군,문화관광,랜드마크관광,"33,782",54
9,인구해변,강원특별자치도,양양군,자연관광,자연경관(하천/해양),"30,409",54
10,죽도해변,강원특별자치도,양양군,자연관광,자연경관(하천/해양),"22,361",54
1,오송역,충청북도,청주시 흥덕구,기타관광,교통시설,"633,467",55
2,청주국제공항,충청북도,청주시 청원구,기타관광,교통시설,"430,034",55
3,청주시외버스터미널,충청북도,청주시 흥덕구,기타관광,교통시설,"223,549",55
4,현대백화점충청점,충청북도,청주시 흥덕구,쇼핑,백화점,"144,753",55
5,롯데아울렛청주점,충청북도,청주시 흥덕구,쇼핑,쇼핑몰,"101,059",55
6,청남대,충청북도,청주시 상당구,기타관광,기타관광,"101,211",55
7,오창호수공원,충청북도,청주시 청원구,문화관광,도시공원,"79,187",55
8,육거리종합시장,충청북도,청주시 상당구,쇼핑,시장,"64,187",55
9,청주고속버스임시터미널,충청북도,청주시 흥덕구,기타관광,교통시설,"55,173",55
10,대청댐전망대,충청북도,청주시 상당구,문화관광,랜드마크관광,"47,743",55
1,충주공용버스터미널,충청북도,충주시,기타관광,교통시설,"86,183",56
2,활옥동굴,충청북도,충주시,자연관광,자연생태,"74,583",56
3,대영힐스CC,충청북도,충주시,레저스포츠,육상레저스포츠,"55,612",56
4,올데이CC,충청북도,충주시,레저스포츠,육상레저스포츠,"47,901",56
5,충주역,충청북도,충주시,기타관광,교통시설,"45,898",56
6,임페리얼레이크CC,충청북도,충주시,레저스포츠,육상레저스포츠,"43,509",56
7,중앙탑공원,충청북도,충주시,문화관광,도시공원,"41,864",56
8,로얄포레CC,충청북도,충주시,레저스포츠,육상레저스포츠,"39,128",56
9,대영베이스CC,충청북도,충주시,레저스포츠,육상레저스포츠,"38,756",56
10,센테리움CC,충청북도,충주시,레저스포츠,육상레저스포츠,"36,880",56
1,제천역,충청북도,제천시,기타관광,교통시설,"85,847",57
2,청풍호반케이블카,충청북도,제천시,기타관광,기타관광,"67,491",57
3,의림지,충청북도,제천시,자연관광,자연경관(하천/해양),"56,143",57
4,제천중앙시장,충청북도,제천시,쇼핑,시장,"39,858",57
5,배론성지,충청북도,제천시,역사관광,역사유적지,"33,410",57
6,제천옥순봉출렁다리,충청북도,제천시,기타관광,기타관광,"28,089",57
7,킹즈락CC,충청북도,제천시,레저스포츠,육상레저스포츠,"27,275",57
8,제천경찰수련원,충청북도,제천시,레저스포츠,육상레저스포츠,"25,879",57
9,제천시외버스터미널,충청북도,제천시,기타관광,교통시설,"24,653",57
10,청풍호관광모노레일,충청북도,제천시,레저스포츠,기타레저스포츠,"19,218",57
1,신세계백화점천안아산점,충청남도,천안시 동남구,쇼핑,백화점,"223,917",58
2,천안종합버스터미널,충청남도,천안시 동남구,기타관광,교통시설,"222,093",58
3,독립기념관,충청남도,천안시 동남구,문화관광,전시시설,"148,757",58
4,갤러리아백화점센터시티점,충청남도,천안시 서북구,쇼핑,백화점,"126,627",58
5,모다펜타포트,충청남도,천안시 서북구,쇼핑,쇼핑몰,"101,742",58
6,천안중앙시장,충청남도,천안시 동남구,쇼핑,시장,"77,003",58
7,천안시농수산물도매시장,충청남도,천안시 서북구,쇼핑,시장,"61,962",58
8,천안축구센터,충청남도,천안시 서북구,문화관광,레저스포츠시설,"54,713",58
9,천안상록CC,충청남도,천안시 동남구,레저스포츠,육상레저스포츠,"37,727",58
10,각원사,충청남도,천안시 동남구,역사관광,종교성지,"37,508",58
1,동학사,충청남도,공주시,역사관광,종교성지,"118,683",59
2,마곡사,충청남도,공주시,역사관광,종교성지,"82,878",59
3,공주종합버스터미널,충청남도,공주시,기타관광,교통시설,"76,987",59
4,공산성,충청남도,공주시,역사관광,역사유적지,"53,157",59
5,공주산성시장,충청남도,공주시,쇼핑,시장,"37,254",59
6,갑사,충청남도,공주시,역사관광,종교성지,"34,467",59
7,공주역,충청남도,공주시,기타관광,교통시설,"33,853",59
8,국립공주박물관,충청남도,공주시,문화관광,전시시설,"28,911",59
9,프린세스GC,충청남도,공주시,레저스포츠,육상레저스포츠,"25,330",59
10,나태주풀꽃문학관,충청남도,공주시,문화관광,전시시설,"21,962",59
1,논산역,충청남도,논산시,기타관광,교통시설,"64,837",60
2,탑정호출렁다리,충청남도,논산시,기타관광,기타관광,"35,972",60
3,강경역,충청남도,논산시,기타관광,교통시설,"29,218",60
4,화지중앙시장,충청남도,논산시,쇼핑,시장,"19,460",60
5,아리스타CC,충청남도,논산시,레저스포츠,육상레저스포츠,"19,046",60
6,탑정호,충청남도,논산시,자연관광,자연경관(하천/해양),"18,091",60
7,논산시외버스터미널,충청남도,논산시,기타관광,교통시설,"16,983",60
8,선샤인랜드,충청남도,논산시,문화관광,테마공원,"16,882",60
9,온빛자연휴양림,충청남도,논산시,자연관광,자연공원,"15,781",60
10,관촉사,충청남도,논산시,역사관광,종교성지,"15,117",60
1,삼길포항,충청남도,서산시,자연관광,자연경관(하천/해양),"109,987",61
2,해미읍성,충청남도,서산시,역사관광,역사유적지,"98,296",61
3,서산공용버스터미널,충청남도,서산시,기타관광,교통시설,"89,275",61
4,간월암,충청남도,서산시,역사관광,종교성지,"39,612",61
5,개심사,충청남도,서산시,역사관광,종교성지,"39,561",61
6,서산동부전통시장,충청남도,서산시,쇼핑,시장,"28,498",61
7,중앙호수공원,충청남도,서산시,문화관광,도시공원,"22,046",61
8,간월도,충청남도,서산시,자연관광,자연경관(하천/해양),"20,583",61
9,서산수골프앤리조트,충청남도,서산시,레저스포츠,육상레저스포츠,"19,149",61
10,서산공군체력단련장,충청남도,서산시,레저스포츠,육상레저스포츠,"17,646",61
1,전주한옥마을,전북특별자치도,전주시 완산구,역사관광,역사유적지,"274,106",62
2,전주역,전북특별자치도,전주시 덕진구,기타관광,교통시설,"179,814",62
3,전주월드컵경기장,전북특별자치도,전주시 덕진구,문화관광,레저스포츠시설,"96,870",62
4,전주고속버스터미널,전북특별자치도,전주시 덕진구,기타관광,교통시설,"94,713",62
5,롯데백화점전주점,전북특별자치도,전주시 완산구,쇼핑,백화점,"86,638",62
6,전주동물원,전북특별자치도,전주시 덕진구,문화관광,테마공원,"69,367",62
7,남부시장,전북특별자치도,전주시 완산구,쇼핑,시장,"68,152",62
8,전주시외버스공용터미널,전북특별자치도,전주시 덕진구,기타관광,교통시설,"67,048",62
9,한국도로공사 수목원,전북특별자치도,전주시 덕진구,자연관광,자연공원,"40,991",62
10,전주덕진공원,전북특별자치도,전주시 덕진구,문화관광,도시공원,"39,434",62
1,롯데몰군산점,전북특별자치도,군산시,쇼핑,쇼핑몰,"84,037",63
2,선유도해수욕장,전북특별자치도,군산시,자연관광,자연경관(하천/해양),"77,042",63
3,비응항,전북특별자치도,군산시,기타관광,교통시설,"52,916",63
4,군산CC,전북특별자치도,군산시,레저스포츠,육상레저스포츠,"51,938",63
5,은파호수공원,전북특별자치도,군산시,문화관광,도시공원,"45,765",63
6,군산수산물종합센터,전북특별자치도,군산시,쇼핑,시장,"45,582",63
7,군산고속버스터미널,전북특별자치도,군산시,기타관광,교통시설,"44,099",63
8,군산근대역사박물관,전북특별자치도,군산시,문화관광,전시시설,"37,366",63
9,군산역,전북특별자치도,군산시,기타관광,교통시설,"31,895",63
10,선유도,전북특별자치도,군산시,자연관광,자연경관(하천/해양),"30,613",63
1,광한루원,전북특별자치도,남원시,기타관광,기타관광,"67,415",64
2,남원역,전북특별자치도,남원시,기타관광,교통시설,"31,980",64
3,지리산허브밸리,전북특별자치도,남원시,문화관광,복합관광시설,"14,470",64
4,골프존카운티드래곤,전북특별자치도,남원시,레저스포츠,육상레저스포츠,"14,243",64
5,남원공용시외버스터미널,전북특별자치도,남원시,기타관광,교통시설,"12,064",64
6,남원상록골프장,전북특별자치도,남원시,레저스포츠,육상레저스포츠,"11,516",64
7,뱀사골계곡,전북특별자치도,남원시,자연관광,자연경관(산),"10,438",64
8,춘향골공설시장,전북특별자치도,남원시,쇼핑,시장,"8,222",64
9,남원시립김병종미술관,전북특별자치도,남원시,문화관광,전시시설,"7,882",64
10,춘향테마파크,전북특별자치도,남원시,기타관광,기타관광,"7,488",64
1,익산역,전북특별자치도,익산시,기타관광,교통시설,"227,294",65
2,미륵사지,전북특별자치도,익산시,역사관광,역사유적지,"26,019",65
3,클럽디금강,전북특별자치도,익산시,레저스포츠,육상레저스포츠,"21,991",65
4,익산보석박물관,전북특별자치도,익산시,문화관광,전시시설,"21,680",65
5,익산공용버스터미널,전북특별자치도,익산시,기타관광,교통시설,"18,991",65
6,아가페정원,전북특별자치도,익산시,문화관광,도시공원,"17,815",65
7,상떼힐익산CC,전북특별자치도,익산시,레저스포츠,육상레저스포츠,"16,595",65
8,중앙체육공원,전북특별자치도,익산시,문화관광,도시공원,"15,698",65
9,함열역,전북특별자치도,익산시,기타관광,교통시설,"15,329",65
10,북부시장,전북특별자치도,익산시,쇼핑,시장,"13,661",65
1,순천만국가정원,전라남도,순천시,기타관광,기타관광,"158,531",66
2,순천역,전라남도,순천시,기타관광,교통시설,"139,399",66
3,순천종합버스터미널,전라남도,순천시,기타관광,교통시설,"48,523",66
4,낙안읍성민속마을,전라남도,순천시,역사관광,역사유적지,"43,435",66
5,선암사,전라남도,순천시,역사관광,종교성지,"36,328",66
6,순천만습지,전라남도,순천시,기타관광,기타관광,"35,990",66
7,송광사,전라남도,순천시,역사관광,종교성지,"35,275",66
8,CGV순천신대,전라남도,순천시,문화관광,공연시설,"29,063",66
9,NC백화점순천점,전라남도,순천시,쇼핑,백화점,"28,922",66
10,순천아랫장,전라남도,순천시,쇼핑,시장,"24,530",66
1,오동도,전라남도,여수시,자연관광,자연경관(하천/해양),"86,640",67
2,여수해상케이블카돌산정류장,전라남도,여수시,기타관광,기타관광,"84,510",67
3,향일암,전라남도,여수시,역사관광,종교성지,"80,856",67
4,여수엑스포역,전라남도,여수시,기타관광,교통시설,"76,179",67
5,아쿠아플라넷여수,전라남도,여수시,문화관광,테마공원,"62,622",67
6,여수공항,전라남도,여수시,기타관광,교통시설,"50,574",67
7,대경도대합실,전라남도,여수시,자연관광,자연경관(하천/해양),"49,152",67
8,여수예술랜드,전라남도,여수시,레저스포츠,기타레저스포츠,"48,919",67
9,만성리검은모래해변,전라남도,여수시,자연관광,자연경관(하천/해양),"41,132",67
10,유월드루지테마파크,전라남도,여수시,문화관광,테마공원,"34,654",67
1,목포역,전라남도,목포시,기타관광,교통시설,"148,141",68
2,목포해상케이블카북항승강장,전라남도,목포시,기타관광,기타관광,"71,530",68
3,목포종합버스터미널,전라남도,목포시,기타관광,교통시설,"65,294",68
4,목포연안여객선터미널,전라남도,목포시,기타관광,교통시설,"53,556",68
5,동부시장,전라남도,목포시,쇼핑,시장,"30,998",68
6,삼학부두여객선터미널,전라남도,목포시,기타관광,교통시설,"26,112",68
7,목포북항,전라남도,목포시,자연관광,자연경관(하천/해양),"25,964",68
8,목포항국제여객터미널,전라남도,목포시,기타관광,교통시설,"23,051",68
9,청호시장,전라남도,목포시,쇼핑,시장,"17,527",68
10,목포근대역사관1관,전라남도,목포시,문화관광,전시시설,"16,651",68
1,나주역,전라남도,나주시,기타관광,교통시설,"66,546",69
2,느러지전망관람대,전라남도,나주시,문화관광,랜드마크관광,"42,003",69
3,해피니스CC,전라남도,나주시,레저스포츠,육상레저스포츠,"34,343",69
4,골드레이크CC,전라남도,나주시,레저스포츠,육상레저스포츠,"27,925",69
5,국립나주박물관,전라남도,나주시,문화관광,전시시설,"15,064",69
6,영산포공용터미널,전라남도,나주시,기타관광,교통시설,"14,097",69
7,빛가람전망대,전라남도,나주시,문화관광,랜드마크관광,"11,950",69
8,농협나주축산물공판장,전라남도,나주시,쇼핑,시장,"10,431",69
9,나주시외버스터미널,전라남도,나주시,기타관광,교통시설,"10,193",69
10,CGV나주,전라남도,나주시,문화관광,공연시설,"8,561",69
1,불국사,경상북도,경주시,역사관광,종교성지,"222,775",70
2,경주역,경상북도,경주시,기타관광,교통시설,"191,838",70
3,동궁과월지,경상북도,경주시,역사관광,역사유적지,"130,301",70
4,첨성대,경상북도,경주시,역사관광,역사유적지,"126,021",70
5,국립경주박물관,경상북도,경주시,문화관광,전시시설,"101,286",70
6,경주월드,경상북도,경주시,문화관광,테마공원,"100,708",70
7,석굴암,경상북도,경주시,역사관광,역사유적지,"94,056",70
8,대릉원,경상북도,경주시,역사관광,역사유적지,"93,046",70
9,보문관광단지,경상북도,경주시,문화관광,복합관광시설,"89,037",70
10,경주시외버스터미널,경상북도,경주시,기타관광,교통시설,"81,735",70
1,안동하회마을,경상북도,안동시,역사관광,역사유적지,"74,109",71
2,월영교,경상북도,안동시,기타관광,기타관광,"57,656",71
3,안동역,경상북도,안동시,기타관광,교통시설,"56,755",71
4,안동구시장,경상북도,안동시,쇼핑,시장,"50,422",71
5,안동터미널,경상북도,안동시,기타관광,교통시설,"45,490",71
6,도산서원,경상북도,안동시,역사관광,역사유적지,"30,455",71
7,중앙신시장,경상북도,안동시,쇼핑,시장,"18,280",71
8,봉정사,경상북도,안동시,역사관광,종교성지,"16,487",71
9,금소생태공원,경상북도,안동시,문화관광,도시공원,"16,213",71
10,낙강물길공원,경상북도,안동시,문화관광,도시공원,"15,420",71
1,포항역,경상북도,포항시 북구,기타관광,교통시설,"184,611",72
2,죽도시장,경상북도,포항시 북구,쇼핑,시장,"176,197",72
3,영일대해수욕장,경상북도,포항시 북구,자연관광,자연경관(하천/해양),"129,916",72
4,포항시외버스터미널,경상북도,포항시 남구,기타관광,교통시설,"105,775",72
5,환호공원스페이스워크,경상북도,포항시 북구,레저스포츠,기타레저스포츠,"67,752",72
6,오천시장,경상북도,포항시 남구,쇼핑,시장,"66,423",72
7,구룡포일본인가옥거리,경상북도,포항시 남구,문화관광,테마공원,"55,426",72
8,롯데백화점포항점,경상북도,포항시 북구,쇼핑,백화점,"51,994",72
9,구룡포항,경상북도,포항시 남구,자연관광,자연경관(하천/해양),"45,277",72
10,환호공원,경상북도,포항시 북구,문화관광,도시공원,"34,474",72
1,경산역,경상북도,경산시,기타관광,교통시설,"53,265",73
2,하양역,경상북도,경산시,기타관광,교통시설,"42,235",73
3,대구CC,경상북도,경산시,레저스포츠,육상레저스포츠,"37,319",73
4,해내다CC,경상북도,경산시,레저스포츠,육상레저스포츠,"34,263",73
5,갓바위,경상북도,경산시,역사관광,역사유적지,"31,558",73
6,경산공설시장,경상북도,경산시,쇼핑,시장,"24,274",73
7,CGV경산,경상북도,경산시,문화관광,공연시설,"18,250",73
8,삼성현역사문화공원,경상북도,경산시,문화관광,도시공원,"18,146",73
9,자인시장,경상북도,경산시,쇼핑,시장,"16,526",73
10,반곡지,경상북도,경산시,자연관광,자연경관(하천/해양),"13,977",73
1,창원중앙역,경상남도,창원시 의창구,기타관광,교통시설,"130,011",74
2,롯데백화점창원점,경상남도,창원시 성산구,쇼핑,백화점,"128,543",74
3,마산역,경상남도,창원시 마산회원구,기타관광,교통시설,"113,835",74
4,마산시외버스터미널,경상남도,창원시 마산회원구,기타관광,교통시설,"85,117",74
5,창원종합버스터미널,경상남도,창원시 의창구,기타관광,교통시설,"78,592",74
6,창원역,경상남도,창원시 의창구,기타관광,교통시설,"77,951",74
7,마산어시장,경상남도,창원시 마산합포구,쇼핑,시장,"67,081",74
8,마산로봇랜드,경상남도,창원시 마산합포구,문화관광,테마공원,"63,635",74
9,창원컨벤션센터,경상남도,창원시 성산구,문화관광,전시시설,"61,962",74
10,신세계백화점마산점,경상남도,창원시 마산합포구,쇼핑,백화점,"58,591",74
1,통영중앙전통시장,경상남도,통영시,쇼핑,시장,"165,983",75
2,통영케이블카,경상남도,통영시,기타관광,기타관광,"52,075",75
3,통영여객선터미널,경상남도,통영시,기타관광,교통시설,"45,463",75
4,통영종합버스터미널,경상남도,통영시,기타관광,교통시설,"39,175",75
5,이순신공원,경상남도,통영시,문화관광,도시공원,"31,102",75
6,동피랑벽화마을,경상남도,통영시,기타관광,기타관광,"30,572",75
7,당포항,경상남도,통영시,자연관광,자연경관(하천/해양),"29,552",75
8,스카이라인루지통영,경상남도,통영시,레저스포츠,기타레저스포츠,"25,074",75
9,서호전통시장,경상남도,통영시,쇼핑,시장,"24,705",75
10,디피랑,경상남도,통영시,기타관광,기타관광,"11,708",75
1,바람의언덕,경상남도,거제시,문화관광,기타문화관광지,"89,463",76
2,매미성,경상남도,거제시,역사관광,역사유적지,"82,168",76
3,거제고현시장,경상남도,거제시,쇼핑,시장,"53,785",76
4,고현시외버스터미널,경상남도,거제시,기타관광,교통시설,"51,572",76
5,학동흑진주몽돌해변,경상남도,거제시,자연관광,자연경관(하천/해양),"44,931",76
6,거제파노라마케이블카,경상남도,거제시,레저스포츠,기타레저스포츠,"39,884",76
7,거제정글돔,경상남도,거제시,문화관광,테마공원,"39,751",76
8,거제포로수용소유적공원,경상남도,거제시,역사관광,역사유적지,"24,266",76
9,구조라해수욕장,경상남도,거제시,자연관광,자연경관(하천/해양),"19,437",76
10,거제도,경상남도,거제시,자연관광,자연경관(하천/해양),"18,860",76
1,진주역,경상남도,진주시,기타관광,교통시설,"80,855",77
2,롯데몰진주점,경상남도,진주시,쇼핑,쇼핑몰,"60,565",77
3,진주시외버스터미널,경상남도,진주시,기타관광,교통시설,"43,937",77
4,진주중앙시장,경상남도,진주시,쇼핑,시장,"29,511",77
5,갤러리아백화점진주점,경상남도,진주시,쇼핑,백화점,"28,636",77
6,진주고속버스터미널,경상남도,진주시,기타관광,교통시설,"23,967",77
7,경상남도수목원,경상남도,진주시,자연관광,자연공원,"23,744",77
8,CGV진주혁신,경상남도,진주시,문화관광,공연시설,"18,809",77
9,모다아울렛진주점본관,경상남도,진주시,쇼핑,쇼핑몰,"17,601",77
10,진주성,경상남도,진주시,역사관광,역사유적지,"17,485",77
1,제주국제공항,제주특별자치도,제주시,기타관광,교통시설,"550,089",78
2,동문재래시장,제주특별자치도,제주시,쇼핑,시장,"160,057",78
3,함덕해수욕장,제주특별자치도,제주시,자연관광,자연경관(하천/해양),"119,767",78
4,협재해수욕장,제주특별자치도,제주시,자연관광,자연경관(하천/해양),"92,589",78
5,이호테우해변,제주특별자치도,제주시,자연관광,자연경관(하천/해양),"74,142",78
6,곽지해수욕장,제주특별자치도,제주시,자연관광,자연경관(하천/해양),"53,678",78
7,김녕해수욕장,제주특별자치도,제주시,자연관광,자연경관(하천/해양),"50,903",78
8,비자림,제주특별자치도,제주시,자연관광,자연공원,"45,608",78
9,제주항연안여객터미널,제주특별자치도,제주시,기타관광,교통시설,"41,923",78
10,새별오름,제주특별자치도,제주시,자연관광,자연관광(산),"36,183",78
1,서귀포매일올레시장,제주특별자치도,서귀포시,쇼핑,시장,"154,998",79
2,성산일출봉,제주특별자치도,서귀포시,자연관광,자연경관(산),"109,043",79
3,오설록티뮤지엄,제주특별자치도,서귀포시,문화관광,전시시설,"69,362",79
4,아쿠아플라넷제주,제주특별자치도,서귀포시,문화관광,테마공원,"59,565",79
5,섭지코지,제주특별자치도,서귀포시,기타관광,기타관광,"55,410",79
6,한라산둘레길사려니숲길,제주특별자치도,서귀포시,레저스포츠,기타레저스포츠,"49,555",79
7,성산포종합여객터미널,제주특별자치도,서귀포시,기타관광,교통시설,"46,396",79
8,용머리해안,제주특별자치도,서귀포시,기타관광,기타관광,"42,288",79
9,산방산탄산온천,제주특별자치도,서귀포시,체험관광,웰니스관광,"40,536",79
10,주상절리대,제주특별자치도,서귀포시,기타관광,기타관광,"39,617",79
1,조치원역,세종특별자치시,세종특별자치시,기타관광,교통시설,"154,093",80
2,국립세종수목원,세종특별자치시,세종특별자치시,문화관광,테마공원,"83,637",80
3,세종호수공원,세종특별자치시,세종특별자치시,문화관광,도시공원,"76,272",80
4,대평시장,세종특별자치시,세종특별자치시,쇼핑,시장,"73,852",80
5,세종고속시외버스터미널,세종특별자치시,세종특별자치시,기타관광,교통시설,"58,767",80
6,세종전통시장,세종특별자치시,세종특별자치시,쇼핑,시장,"46,058",80
7,세종에머슨CC,세종특별자치시,세종특별자치시,레저스포츠,육상레저스포츠,"44,474",80
8,베어트리파크,세종특별자치시,세종특별자치시,문화관광,테마공원,"36,817",80
9,부강역,세종특별자치시,세종특별자치시,기타관광,교통시설,"34,611",80
10,레이캐슬CC,세종특별자치시,세종특별자치시,레저스포츠,육상레저스포츠,"32,993",80
